Date,Anomaly
1997-11-01,0.3766666666666667
1997-12-01,0.383
1998-01-01,0.38733333333333336
1998-02-01,0.39416666666666667
1998-03-01,0.39866666666666667
1998-04-01,0.4053333333333333
1998-05-01,0.412
1998-06-01,0.4191666666666667
1998-07-01,0.4265
1998-08-01,0.4355
1998-09-01,0.4406666666666667
1998-10-01,0.4436666666666667
1998-11-01,0.44983333333333336
1998-12-01,0.456
1999-01-01,0.46
1999-02-01,0.4698333333333334
1999-03-01,0.4708333333333333
1999-04-01,0.4701666666666666
1999-05-01,0.47
1999-06-01,0.4696666666666667
1999-07-01,0.4706666666666666
1999-08-01,0.4728333333333333
1999-09-01,0.474
1999-10-01,0.4723333333333333
1999-11-01,0.4711666666666667
1999-12-01,0.47250000000000003
2000-01-01,0.4688333333333334
2000-02-01,0.4651666666666667
2000-03-01,0.46549999999999997
2000-04-01,0.46699999999999997
2000-05-01,0.4676666666666666
2000-06-01,0.4663333333333333
2000-07-01,0.4648333333333333
2000-08-01,0.4633333333333333
2000-09-01,0.4638333333333333
2000-10-01,0.46166666666666667
2000-11-01,0.45899999999999996
2000-12-01,0.45883333333333337
2001-01-01,0.4618333333333334
2001-02-01,0.4608333333333334
2001-03-01,0.46349999999999997
2001-04-01,0.4666666666666667
2001-05-01,0.4706666666666667
2001-06-01,0.4745
2001-07-01,0.47866666666666663
2001-08-01,0.48016666666666663
2001-09-01,0.4845
2001-10-01,0.48933333333333334
2001-11-01,0.4941666666666667
2001-12-01,0.49849999999999994
2002-01-01,0.5055000000000001
